"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"95","R_1Ka0MMJY1MoZTlq","PhD","College E","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Good","Very good","Very good","Excellent","Excellent","Excellent","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Very helpful","4","5","Yes","3","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","Medical school or other professional school","Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Mass Eye and Ear/ Harvard Medical School","Yes",NA,"Boston","Definitely","Definitely","Definitely","Good","Very good","Very good","Very good","Very good","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Speech, Language, and Hearing Sciences","Male",1,"10/24/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"96","R_3gToFSVHTupLNlV","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Poor","Poor","Disagree","Disagree","Disagree","Disagree","Definitely not","Maybe","Definitely not","Fair","Fair","Poor","Fair","Fair","Fair","Fair","I don't remember",NA,"No","No","Very Good","Fair","Very Good","Fair","Very Good","Not very helpful","Not at all helpful","Not at all helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Not very helpful","Yes","Yes","N/A - I did not receive advice on this","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","No",NA,"Yes","Very helpful","1","2","Not applicable","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists","Scientist",NA,"Yes",NA,NA,"Definitely not","Maybe","Definitely not","Fair","Good","Poor","Good","Fair","Poor","Fair","Disagree","Disagree","Disagree","Disagree","A minor obstacle","Not an obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Organic Chemistry","Male",1,"11/07/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"97","R_1C2ASimXYGnEXe3","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Ambivalent","Ambivalent","Ambivalent","Agree","Probably","Probably","Probably","Very good","Very good","Good","Good","Good","Good","Good","Yes, and I attended","Very Effective","Yes","Yes","Very Good","Good","Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","Somewhat helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","No",NA,"No",NA,"3","13","Yes","0","0","Negotiating with one or more specific organizations",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Non-tenure track faculty appointment",NA,"Education","4-year college or university","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lecturer",NA,"Yes",NA,NA,"Probably","Definitely","Probably","Very good","Very good","Good","Good","Fair","Fair","Good","Agree","Ambivalent","Ambivalent","Agree","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,NA,"Male",1,"01/21/1986","Permanent U.S. Resident",2,"No",2,"White",5,"White","Non-Underrespresented Group"
"98","R_6QH4oV24oAz8y65","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Probably not","Probably not","Definitely","Very good","Very good","Very good","Very good","Very good","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Very Good","Very Good","Excellent","Very Good","Excellent","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Very helpful","Yes","Very helpful","7","1","No","1","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Consulting Services (Economics, Physics, Biological, Chemical, Environmental, Energy, etc.)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Researcher","Boston University","Yes",NA,"Boston","Probably not","Probably not","Definitely","Very good","Very good","Very good","Very good","Excellent","Fair","Very good","Agree","Agree","Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Biochemistry","Male",1,"05/10/1987","U.S. Citizen",1,"No",2,"Asian,White",4,"Two or More Races","Non-Underrespresented Group"
"99","R_dn8qKs2ZDGQmpqN","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Agree","Agree","Agree","Agree","Probably","Definitely","Probably","Very good","Good","Excellent","Very good","Good","Good","Very good","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Very Good","Fair","Very Good","Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","No",NA,"No",NA,"Yes","Very helpful","3","2","Yes","5","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post-doctoral researcher","National renewable energy lab","Yes",NA,"Denver","Probably","Definitely","Probably","Good","Good","Excellent","Very good","Good","Good","Very good","Agree","Agree","Agree","Agree","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Materials Science","Male",1,"01/22/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"100","R_3qdsgFZhOZSKyc8","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Fair","Good","Ambivalent","Agree","Ambivalent","Agree","Maybe","Definitely","Maybe","Good","Good","Fair","Fair","Poor","Good","Good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Very Good","Fair","Very Good","N/A","Somewhat helpful","Very helpful","Somewhat helpful","Not very helpful","Not very helpful","Not very helpful","Yes","Yes","Somewhat helpful","Very helpful","Very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Yes","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","2","12","Yes","7","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Tenure-track faculty appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Social Scientists and Related Occupations","Sociologists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Assistant Professor","Mass College of Liberal Arts","Yes",NA,"North Adams, MA","Maybe","Probably","Maybe","Good","Good","Fair","Fair","Poor","Fair","Good","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Not an obstacle","A minor obstacle","A major obstacle","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle",2,"health issues","Sociology","Female",2,"01/26/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"101","R_2VCurkJ9OFR4Ywc","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Very good","Excellent","Yes, but I did not attend",NA,"Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","2","5","Yes","2","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists","Postdoctoral Scholar","University of Texas Southwestern Medical Center","Yes",NA,"Dallas, Tx","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Mechanical Engineering","Male",1,"03/24/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"102","R_1NaxG1ohNFhTSgQ","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Agree","Agree","Agree","Agree","Probably","Definitely","Probably","Very good","Very good","Very good","Excellent","Very good","Very good","Very good","I don't remember",NA,"Yes","Yes","Poor","Very Good","Very Good","Very Good","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","No","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Very helpful","Very helpful","Very helpful","Yes","Somewhat helpful","Yes","Somewhat helpful","Yes","Very helpful","25","8","Yes","1","3","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,NA,NA,"Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Harvard University","Yes",NA,"Cambridge, MA","Probably","Definitely","Probably","Very good","Very good","Excellent","Very good","Good","Very good","Very good","Agree","Agree","Agree","Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Molecular and Translational Medicine","Male",1,"10/10/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"103","R_2v6aZrDMS8gIzqT","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Maybe","Definitely","Definitely","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"No",NA,"0","7","Yes","24","7","Other - Specify:","After I defend in June 2021, prior to getting my degree in May 2022, I complete a clinical internship",NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Social Scientists and Related Occupations","Psychologists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Social Scientists and Related Occupations","Psychologists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Fellow in Psychology","Massachusetts General Hospital/Harvard Medical School","Yes",NA,"Boston, MA","Maybe","Definitely","Definitely","Very good","Very good","Very good","Very good","Fair","Very good","Very good","Agree","Agree","Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Clinical psychology","Female",2,"11/12/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"104","R_31FA5AuX7rbQkL4","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Strongly Agree","Agree","Agree","Agree","Probably","Probably","Definitely","Very good","Very good","Good","Good","Very good","Poor","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Very Good","Good","Good","Good","Somewhat helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Very helpful","6","0","Not applicable","0","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Other Professional, Scientific, and Technical Services","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Probably","Definitely","Probably","Very good","Very good","Fair","Good","Very good","Fair","Very good","Strongly Agree","Agree","Agree","Agree","Not an obstacle","A minor obstacle","A major obstacle","Not an obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Genetics and Genomics","Female",2,"02/26/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"105","R_3NwBk9PgVdktMOt","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Agree","Agree","Agree","Agree","Probably","Definitely","Maybe","Good","Excellent","Fair","Very good","Fair","Poor","Good","No",NA,"Yes","No","Fair","Poor","Poor","Fair","N/A","Very helpful","Not very helpful","Very helpful","Somewhat helpful","Not at all helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"No",NA,"15","8","Yes","0","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A freelancer, consultant","Academic institution or research institution","No","Administrative",NA,"Education","4-year college or university","Other Occupations","Other Occupation, Not specified elsewhere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Program Manager Doctoral Student Professional Development","Boston University","Yes",NA,"Boston","Probably","Maybe","Maybe","Good","Excellent","Fair","Good","Fair","Poor","Good","Agree","Agree","Ambivalent","Agree","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Art History","Female",2,"05/15/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"106","R_1JF3R8bU93yGQrZ","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Probably","Definitely","Probably","Very good","Very good","Fair","Very good","Fair","Poor","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Very Good","Very Good","Excellent","Very Good","Very helpful","Very helpful","Very helpful","Not very helpful","Not very helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Very helpful","5","4","No","5","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Other","Health Care","Healthcare Practitioners","Other Healthcare Practitioners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Currently: Behavioral Therapist. Seeking Posdoctoral Fellowship,",NA,"Yes",NA,"Boston, MA","Probably","Definitely","Probably","Very good","Very good","Fair","Very good",NA,"Fair","Very good","Agree","Agree","Agree","Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A major obstacle",3,"Health","Clinical Psychology","Female",2,"09/02/1983","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"107","R_1ig29bTiNRbyRDJ","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Good","Agree","Agree","Agree","Strongly Agree","Probably","Definitely","Probably","Very good","Very good","Very good","Good","Very good","Fair","Good","Yes, and I attended","Somewhat Effective","Yes","No","Excellent","Good","Good","Fair","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not at all helpful","No",NA,"No",NA,"3","3","Yes","1","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,"Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe","Definitely","Maybe","Very good","Good","Very good","Very good","Very good","Good","Very good","Agree","Agree","Agree","Strongly Agree","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","A major obstacle",3,"Mental Health","Biomedical Engineering","Female",2,"02/24/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"108","R_ufefFB77TqiMhPP","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Good","Agree","Ambivalent","Ambivalent","Ambivalent","Probably not","Probably","Maybe","Good","Very good","Poor","Fair","Good","Poor","Good","I don't remember",NA,"Yes","No","Fair","Fair","Good","Very Good","Very Good","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","Not very helpful","Not very helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not very helpful","No",NA,"Yes","Somewhat helpful","2","3","Yes","0","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","No",NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Senior. R&D Chemist","Afton Chemical","Yes",NA,"Richmond, VA","Probably not","Probably","Maybe","Fair","Good","Poor","Good","Good","Poor","Good","Agree","Ambivalent","Disagree","Disagree","A minor obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Chemistry","Female",2,"11/01/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"109","R_DesvTYmkeGgN0Ih","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Probably","Very good","Very good","Excellent","Very good","Good","Fair","Very good","Yes, and I attended","Very Effective","Yes","No","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Very helpful","8","6","Yes","3","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Astronomers and Physicists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Researcher","Max Planck Institute for Extraterrestrial Physics","No","Germany","Garching","Definitely","Definitely","Probably","Very good","Very good","Excellent","Very good","Fair","Very good","Very good","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Astronomy","Female",2,"08/12/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"110","R_su3HxHDfjNoDKyl","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Very good","Very good","Excellent","Excellent","Good","Good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Fair","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Very helpful","Yes","Yes","Not very helpful","Not very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Somewhat helpful","No",NA,"Yes","Somewhat helpful","1","9","Yes","2","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Education","4-year college or university","Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adjunct","new york city college of technology","Yes",NA,"Brooklyn","Maybe","Maybe","Maybe","Very good","Very good","Very good","Very good","Good","Very good","Very good","Agree","Agree","Agree","Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"History of art and architecture","Female",2,"05/19/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"111","R_1MKSugt2B4wcF0L","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Fair","Very good","Agree","Agree","Ambivalent","Agree","Probably","Probably","Probably","Good","Very good","Fair","Very good","Excellent","Fair","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","No","Fair","Good","Poor","Good","N/A","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","Not very helpful","Yes","Yes","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","Not very helpful","Yes","Very helpful","No",NA,"Yes","Somewhat helpful","2","13","Yes","2","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,"Education, Training, and Library Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","Yes",NA,"n/a","Maybe","Probably","Probably","Very good","Very good","Good","Very good","Excellent","Fair","Very good","Strongly Agree","Agree","Ambivalent","Agree","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,NA,"Female",2,"12/28/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"112","R_1n0FrdunaQgA6cd","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Very good","Agree","Strongly Agree","Agree","Strongly Agree","Probably","Definitely","Definitely","Excellent","Very good","Very good","Very good","Excellent","Very good","Very good","Yes, and I attended","Very Effective","Yes","No","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","No",NA,"0","1","No","2","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Computer and Mathematical Occupations","Statisticians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Scientist",NA,"Yes",NA,"Boston","Maybe","Definitely","Probably","Very good","Very good","Very good","Very good","Very good","Good","Very good","Agree","Strongly Agree","Agree","Strongly Agree","A minor obstacle","A minor obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Mathematics","Male",1,"04/01/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"113","R_eafkCIGalpeKItH","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Very good","Very good","Excellent","I don't remember",NA,"Yes","No","Good","Very Good","Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","No",NA,"5","5","Yes","2","0","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Government, elected or civil service","Yes","Other","a job","Public Administration (Government)","Executive, Legislative, and Other General Government Support","Arts, Design, Entertainment, Sports, and Media Occupations","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine Arts Specialist","General Services Administration","Yes",NA,"Washington, DC","Definitely","Definitely","Definitely","Excellent","Excellent","Very good","Very good","Very good","Good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"American Art","Female",2,"10/02/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
